date,anonymized_user,score,content
2020-01-10,사용자3869,5,어플로 간단하게 관련저보와와 유용한내용을 쉽게확인가능하고 카테고리분류도 잘되어있고 가장좋은건 버그도없고 빠르고심플하게 조회가능해서 만족합니다.
2020-01-03,사용자3874,1,여기에 차는많은데 시세가넘비싸네~
2019-12-15,사용자3905,1,갑자기 실행이 안되요
2019-12-15,사용자3907,1,"갤노트8, V50s로 기변까지 했는데도 하얀색 바탕에서 화면이 안뜨네요 제번호 블랙리스트에 추가된건가요?? 한번도 써본적도 없는데"
2019-12-11,사용자3945,5,10월초에 중고차구매했습니다. 한달정도 고르고 알아보고 목동직영점에서 구매하였구요. 보증수리가입을해서 현재도 앱이용중입니다. 앱이용하면서 별다른 불편함은 느끼지 못했습니다.
2019-12-11,사용자3951,5,괜찮아요 좋아요
2019-12-11,사용자3958,5,대한민국 최고의 명성을 계속해서 이어가시길 바랍니다.
2019-12-11,사용자3962,5,좋은정보 감사합니다
2019-12-11,사용자3969,5,보기편하고 좋은차많아 좋아요
2019-12-11,사용자3970,5,믿고사는중고차..
2019-12-11,사용자3972,5,차량이 보기쉽게 정리되어있음
2019-12-11,사용자3974,5,중고차 검색하기 편하고 믿음이 갑니다
2019-11-19,사용자4032,5,최고입니다요~~~
2019-11-18,사용자4036,5,인터넷으로보는것보다 편하고 좋아요~
2019-11-18,사용자4045,5,"처음중고차를알아보면서,타사이트에서살지,매매상사를돌아다닐지에대한고민과스트레스가있었는데,K카는확실히직영으로만운영하다보니,보다안전하고다른건고민없이,차만고르면된다는부분이가장좋은것같습니다^^"
2019-11-18,사용자4060,5,6월에 kcar를통해서 중고차를 구매하였습니다 3500키로밖에 타지않은 새차를 새차가격보다 1400만원싸게 구매할수있었구요 차량인도서비스와 등기까지 저렴한가격과 친절한서비스를받았습니다. 무엇보다 타사이트보다 차상태가좋았고 허위매물이아니었으며 영업사원님들의 전화응대방식이 친절해서 믿은이 더갔네요 다음에도 신차같은 중고차 여기서 살께요 감사합니다
2019-11-18,사용자4061,5,믿고살수있는 직영차!
2019-11-02,사용자4094,5,지금이용하는차량도 k카에서 구매했구요 앞으로도 k카이용할겁니다 좋은가격에좋은차이용하실분들은k카 애용해주세요!
2019-11-01,사용자4097,5,중고차 찾기에는 최고에요^^
2019-11-01,사용자4115,5,직관적인 메뉴구성이 편리합니다
2019-11-01,사용자4124,5,중고차알아보고있는데 타사에비해서 직영이라 믿음이가고 근처있는직영점에서직점본차랑 어플에서본차량이량~상태가똑같아서더욱믿음이갔습니다.
2019-11-01,사용자4130,5,중고차 시장에 선구스타일 미리타보기 가격정보등 최고네요 중고매매상 발품안파는게 너무좋아요 시간절약 돈절약 자동차가격도 저렴한 케이카 추천합니다
2019-11-01,사용자4149,5,보기편하고 좋네요. 중고차 거래시 추천합니다
2019-11-01,사용자4160,5,넘좋아요
2019-11-01,사용자4191,5,자동차 관심많아서 여기저기둘러보는데 편하고좋네요 ~
2019-11-01,사용자4198,5,중고차 매매단지보다 믿을수 있어서 좋습니다
2019-11-01,사용자4199,5,"딜러가 없어서, 가격이 정확한 중고차!! 중고차 네고시대는 끝났습니다!! 정확하고 확실한 가격과 서비스♡ 만족하고 구매했습니다^^"
2019-11-01,사용자4206,4,중고차 구매의 대명사 케이카☆ 차알못이라면 케이카에서 직영차 구매하자☆ 브랜드별 차종별 조건별 검색을 이용하면 원하는 매물을 비교하기 좋아요
2019-10-27,사용자4217,5,편하게 알아볼수있어요
2019-09-29,사용자4242,5,올초에 케이카에 그랜저를 판적있는데 가격도 괜찮게 해주시고 다른서류작업도 신경쓸 필요없이 깔끔하고 빠르게 처리해줘서 감사했어요
2019-09-27,사용자4250,5,좋은앱이에요 중고차살때 좋아요
2019-09-11,사용자4282,4,거의타사이트대비 탑이네요
2019-09-10,사용자4294,5,홈페이지보다 빠르고 좋아요
2019-09-05,사용자4312,5,빠르고 신속정확하고 중고차 사고팔때 신속정확 빠르고좋아요
2019-09-03,사용자4341,5,Kcar다양한기능과 우수한차들로다양하네요 더나은환경으로 더크게성장해갑니다 주변에도소식전하고공유합니다 2019 2020더나은더발전kcar 별5개드립니다^^
2019-07-05,사용자4354,1,2016년식 그랜져라고 올려서 샀더니 2015년식이더라 k카도 믿고살수없다.
2019-05-29,사용자4360,5,이걸여태몰랐다니
2019-05-21,사용자4366,5,아이디찾기가안되요 방법좀요
2019-05-10,사용자4368,1,안정화목적으로 업뎃한거 맞나요?실행자체가 안되요 지웠다 깔아도 안되요
2018-12-13,사용자4389,1,일반상사나다른게없네 그냥더비쌀뿐
2018-12-08,사용자4391,5,감사합니다
2018-11-24,사용자4396,2,상세조건 적용이 안되네요 처음엔 되었었는대 개선해주세요
2018-11-22,사용자4399,3,자동차 검색부분에 세부선택에서 여러개 동시에 선택이 안되서 불편하네요
2018-11-13,사용자4403,1,가격이.. 심했다.. 삭제가 답이다
2018-11-01,사용자4411,2,카톡공유 오류뜸 갤s9임
